brand_name,carname,carImg,saleVolume, price,manufacturer,rank,carModel, energyType,marketTime,insure
日产,楼兰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6b198431f20a40b0bab91e7df531f31c~tplv-resize:640:0.png,4,"[16.38, 20.88]",东风日产,560,中型SUV,汽油,2020.08,3年或10万公里
东风富康,富康ES600,https://p9-dcd.byteimg.com/img/motor-mis-img/9d0422fde61435579a20862d9847eecf~tplv-resize:640:0.png,4,"[15.38, 16.38]",神龙汽车,561,紧凑型车,纯电动,2022.11,3年或12万公里
SWM斯威汽车,斯威X3,https://p3-dcd.byteimg.com/img/motor-mis-img/e378ebdc44c1db74a9ce8171e550701c~tplv-resize:640:0.png,3,"[5.88, 5.88]",SWM斯威汽车,562,紧凑型SUV,汽油,2022.01,8年或16万公里
丰田,威驰FS,https://p3-dcd.byteimg.com/img/motor-mis-img/1c65e3ac4deae8b92f41852fe283989a~tplv-resize:640:0.png,3,"[7.38, 8.08]",一汽丰田,563,小型车,汽油,2022.07,3年或10万公里
日产,途达,https://p9-dcd.byteimg.com/img/motor-mis-img/4fb69a37d8e0b84f5ba9d634e58c00f5~tplv-resize:640:0.png,3,"[14.38, 22.23]",郑州日产,564,中型SUV,汽油,2019.11,3年或10万公里
名爵,MG领航PHEV,https://p9-dcd.byteimg.com/img/motor-mis-img/5f6ff0d40b5bf3af63b8ee08289e1cb4~tplv-resize:640:0.png,3,"[14.58, 16.58]",上汽集团,565,紧凑型SUV,插电式混合动力,2021.01,3年或10万公里
领克,领克05 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/35c1dde50d0640fa81dfde99bd168ca6~tplv-resize:640:0.png,2,"[21.38, 21.38]",领克,566,紧凑型SUV,插电式混合动力,2023.03,4年或10万公里
广汽集团,绎乐,https://p3-dcd.byteimg.com/img/motor-mis-img/7c81468c2481b939613261d525bd1e8b~tplv-resize:640:0.png,2,"[15.18, 17.38]",广汽本田,567,紧凑型车,纯电动,2021.03,4年或15万公里
思皓,花仙子,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7a7c73fd87fe459f9f75a1ebdcf7c74a~tplv-resize:640:0.png,2,"[5.99, 7.49]",江汽集团,568,微型车,纯电动,2022.11,3年或12万公里
智己汽车,智己L7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2b9f5b7572c6425284d7c82243b15016~tplv-resize:640:0.png,2,"[29.88, 50.88]",智己汽车,569,中大型车,纯电动,2022.12,8年或24万公里
合创汽车,合创007,https://p3-dcd.byteimg.com/img/motor-mis-img/08a44355529f774514bb9aa8957929a2~tplv-resize:640:0.png,2,"[29.98, 29.98]",合创汽车,570,中型SUV,纯电动,2021.05,5年不限公里
海马,海马7X-E,https://p3-dcd.byteimg.com/img/motor-mis-img/83764d01c17f4ed726bfa1c8da24270c~tplv-resize:640:0.png,2,"[21.98, 25.98]",一汽海马,571,紧凑型MPV,纯电动,2022.09,5年或10万公里
大众,桑塔纳,https://p3-dcd.byteimg.com/img/motor-mis-img/1d30e0ba37d12cbaf4dd24f94569a219~tplv-resize:640:0.png,1,"[7.79, 10.28]",上汽大众,572,紧凑型车,汽油,2020.10,3年或10万公里
福特,锐际PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/9fbf154e6c81aad3e71aee0f2cbfa64a~tplv-resize:640:0.png,1,"[19, 19]",长安福特,573,紧凑型SUV,插电式混合动力,2021.06,3年或10万公里
丰田,威驰,https://p3-dcd.byteimg.com/img/motor-mis-img/5a47279a2f425d7c1505b60d0478d9a8~tplv-resize:640:0.png,1,"[6.18, 8.28]",一汽丰田,574,小型车,汽油,2021.11,3年或10万公里
理念,广汽本田VE-1,https://p9-dcd.byteimg.com/img/motor-mis-img/6b45b76df3eac473edc4da19a10ce8d7~tplv-resize:640:0.png,1,"[14.38, 17.68]",广汽本田,575,小型SUV,纯电动,2022.09,3年或10万公里
